fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"763",village,,,San Lorenzo,,,
"766",village,,,Bisano,true,"1",false
"767",village,"sh:Villa di Sassonero, Bologna",Q18438802,Villa di Sassonero,,,
"768",village,it:San Martino in Pedriolo,Q3947656,San Martino in Pedriolo,true,"1",
"770",village,en:Badia a Elmi,Q3632782,Badia a Elmi,,,
"771",village,it:Filo (frazione),Q3745478,Filo,,,
"772",village,it:San Pellegrino in Alpe,Q2005058,San Pellegrino In Alpe,,,
"773",village,,Q18438720,Sesto Imolese,,,
"774",village,,,Poggio Grande,true,"1",
"775",village,,Q18438581,Poggio Piccolo,true,"1",
"776",village,it:Bosco (Corniglio),Q112610689,Bosco di Corniglio,,,
"777",village,,,San Nicolò di Varignana,true,"1",
"779",village,,,Mercatello,,,
"780",village,,Q18438261,Castelletto,,,
"781",village,it:Ziribega,Q1910213,Ziribega,,,
"782",village,,,Bersagliera,,,
"783",village,it:Colombaro (Formigine),Q3683405,Colombaro,,,
"784",village,,Q18438596,Portonovo,,,
"785",village,it:Selva Malvezzi,Q3954935,Selva Malvezzi,,,
"795",village,,Q18491319,Carmignanello,,,
"796",village,en:Cavarzano,Q5054873,Cavarzano,,,
"797",village,,Q18491407,Terrigoli,,,
"798",village,,Q18491395,Sasseta,,,
"802",village,it:Bruscoli,Q3646006,Bruscoli,,,
"803",village,,,Casanuova,,,
"804",village,,,Istia-Sigliola-Greta,,,
"805",village,,,Peglio,,,
"806",village,it:Roncobilaccio,Q3941061,Roncobilaccio,,,
"807",village,,,San Giacomo,,,
"808",village,,,Traversa,,,
"809",village,,,Cavallina,,,
"810",village,it:Galliano (Barberino di Mugello),Q18486942,Galliano,,,
"811",village,,Q18487394,Sant'Agata,,,
"812",village,,Q18438828,Zello,,,
"813",village,,,Coloretta,,,
"825",village,,,Bicocca Nuova,,,
"826",village,,,Chiavica,,,
"827",village,"sh:Piratello, Bologna",Q96757627,Piratello,,,
"828",village,,Q18438278,Chiusura,,,
"829",village,"ceb:San Prospero (lungsod sa Italya, Provincia di Bologna)",Q33480467,San Prospero,,,
"830",village,"sh:Casola Canina, Bologna",Q18438247,Casola Canina,,,
"831",village,"sh:Bubano, Bologna",Q18438069,Bubano,,,
"832",village,it:Castel Guelfo di Bologna,Q94754,Castel Guelfo di Bologna,,,
"833",village,"sh:Sasso Morelli, Bologna",Q18438706,Sasso Morelli,,,
"834",village,,,Via Larga,,,
"835",village,,Q18438343,Gaiana,,,
"836",village,,Q18438453,Maggio,true,"1",
"837",village,"sh:Osteria Grande, Bologna",Q18438523,Osteria Grande,,,
"838",village,,,Osteria Nuova,,,
"839",village,"sh:Zona Industriale Quaderna, Bologna",Q18438838,Zona Industriale Quaderna,,,
"840",village,it:Dozza,Q94856,Dozza,,,
"841",village,,Q18438430,Linaro,,,
"842",village,,,Belvedere,,,
"843",village,it:Castel del Rio,Q94717,Castel del Rio,true,"1",
"844",village,"sh:Piancaldoli, Firenze",Q18487218,Piancaldoli,true,"1",
"845",village,"sh:Gallo, Bologna",Q18438346,Gallo Bolognese,,,
"846",village,,,San Pietro,,,
"847",village,"sh:Liano, Bologna",Q18438428,Liano,,,
"848",village,"sh:Fiumetto, Bologna",Q18438325,Fiumetto,,,
"849",village,,,Villa di Cassano,true,"1",
"850",village,,Q18438829,Zena,,,
"851",village,,Q52962,Brisighella,,,
"855",village,,,Popolano,,,
"856",village,,,Primo Maggio,,,
"857",village,it:Tossignano,Q3995920,Tossignano,true,"1",
"859",village,,Q18445985,Fognano,,,
"860",village,"sh:Villa San Giorgio in Vezzano, Ravenna",Q18446321,Villa Vezzano,,,
"861",village,it:Metato (Camaiore),Q1925124,Metato,,,
"862",village,it:Gramolazzo,Q3774294,Gramolazzo,,,
"863",village,,,Casciana,,,
"864",village,it:Gragnola (Fivizzano),Q2109790,Gragnola,,,
"865",village,it:Gorfigliano,Q3773522,Gorfigliano,,,
"866",village,it:Nocchi,Q3877628,Nocchi,,,
"867",village,,,Gualdo,,,
"868",village,,,Lajatico,,,
"869",village,it:Selvatelle,Q18490549,Selvatelle,,,
"870",village,it:Soiana,Q18490554,Soiana,,,
"871",village,it:Sant'Andrea di Compito,Q3948712,Sant'Andrea di Compito,,,
"873",village,,Q18438067,Botteghino di Zocca,,,
"874",village,"sh:Mercatale, Bologna",Q18438471,Mercatale,,,
"875",village,,,Mongardino,,,
"877",village,it:Calambrone,Q1242639,Calambrone,,,
"880",village,,Q18485803,Pieve San Giovanni,,,
"882",village,,,Ornina Alta,,,
"884",village,,Q18484486,Carda,,,
"885",village,,Q18484350,Calleta,,,
"886",village,,Q18486112,Soci,,,
"888",village,it:Raggiolo,Q18485926,Raggiolo,,,
"889",village,,Q18485995,San Martino Tremoleto,,,
"890",village,,,Montebonello,true,"1",
"891",village,,,Sant'Anna,,,
"892",village,,,Luminasio,,,
"893",village,it:Paganico (Capannori),Q105737141,Paganico,,,
"894",village,,,Castagnolo Minore,,,
"896",village,,,Lama di Reno,,,
"897",village,it:Panico (Marzabotto),Q18438539,Pànico,,,
"898",village,,Q18438531,Padulle,,,
"899",village,,,Biancolina,,,
"900",village,,,Lorenzatico,,,
"901",village,,Q65581099,La Croce,,,
"902",village,it:Cerretti (Santa Maria a Monte),Q18490135,Cerretti,,,
"903",village,,,Oltrarno,,,
"904",village,,,Cavazzona,,,
"906",village,it:Rosia (Sovicille),Q2167396,Rosia,,,
"909",village,,,Idice,,,
"910",village,,,Silla,,,
"911",village,,,Marano sul Reno,,,
"912",village,it:Riola (Vergato),Q1948172,Riola,,,
"913",village,,,Querciola,,,
"914",village,it:Sant'Annapelago,Q3948738,Sant'Annapelago,,,
"915",village,,Q18485688,Montemarciano,,,
"916",village,,,Cedrecchia,,,
"917",village,,,Sant'Andrea di Savena,,,
"918",village,,,Villa di Cedrecchia,,,
"919",village,,Q18489044,Ruota,,,
"920",village,,Q55425458,Colle di Compito,,,
"921",village,it:Pracchia,Q1931473,Pracchia,,,
"922",village,,Q18441554,Rastellino,,,
"923",village,,,Vidiciatico,,,
"924",village,,,Villaggio Europa,,,
"925",village,it:Ripa (Seravezza),Q18489034,Ripa,,,
"926",village,,Q109407362,Santa Maria a Colonica,,,
"927",village,it:San Donato in Poggio,Q3947022,San Donato in Poggio,,,
"928",village,,Q18446355,Arceto,,,
"929",village,,,Pratissolo,,,
"930",village,it:Fellegara,Q3742331,Fellegara,,,
"931",village,,,Bosco,,,
"932",village,,,Chiozza,,,
"933",village,it:San Ruffino (Scandiano),Q18447399,San Ruffino,,,
"934",village,sr:Вентозо (Ређо Емилија),Q18447525,Ventoso,,,
"935",village,,,Ca' de Caroli,,,
"936",village,,,Iano,,,
"937",village,,,Rondinara,,,
"938",village,,,Cacciola,,,
"939",village,,Q18485794,Pieve a Presciano,,,
"940",village,,Q41805956,Corlo,,,
"941",village,it:Montecastelli Pisano,Q3862214,Montecastelli Pisano,,,
"942",village,it:Orciatico,Q18490402,Orciatico,,,
"943",village,it:Rivalto,Q18490489,Rivalto,,,
"944",village,it:Balconevisi,Q3633240,Balconevisi,,,
"945",village,it:Casciana Alta,Q3661573,Casciana Alta,,,
"946",village,it:Ceppato,Q17624573,Ceppato,,,
"947",village,it:Cevoli,Q3665685,Cevoli,,,
"948",village,it:Corazzano,Q16545023,Corazzano,,,
"949",village,,Q18490583,Val di Cava,,,
"950",village,it:Gello (Pontedera),Q644334,Gello,,,
"951",village,it:Parlascio,Q17638339,Parlascio,,,
"952",village,it:San Ruffino (Casciana Terme Lari),Q16912737,San Ruffino,,,
"953",village,it:Sant'Ermo,Q16912744,Sant'Ermo,,,
"954",village,it:Santo Pietro Belvedere,Q532721,Santo Pietro Belvedere,,,
"955",village,it:Usigliano,Q17639297,Usigliano,,,
"956",village,,Q18490349,Marti,,,
"957",village,,,Stazione Masotti,,,
"958",village,it:Collodi (Pescia),Q363407,Collodi,,,
"959",village,it:Orbicciano,Q3884957,Orbicciano,,,
"960",village,,Q18489075,San Martino in Freddana,,,
"961",village,it:Marcialla,Q3845825,Marcialla,,,
"962",village,,,Fiano,,,
"963",village,,Q18487073,Lucignano,true,"1",
"964",village,,,San Pancrazio,,,
"965",village,,,Poggiolforato,,,
"966",village,,,Luco Mugello,,,
"967",village,it:Ronta (Borgo San Lorenzo),Q952818,Ronta,,,
"968",village,it:Collemontanino,Q17625925,Collemontanino,,,
"969",village,,,Monteloro,,,
"970",village,,,Santa Brigida,,,
"971",village,,,La Quercia,,,
"972",village,it:Magreta,Q16268490,Magreta,,,
"973",village,,Q18438337,Frabazza,,,
"974",village,,Q18438648,Sabbiuno,,,
"975",village,it:Seano,Q3953583,Seano,,,
"976",village,,Q18490788,Catena,,,
"977",village,it:Tizzana,Q607966,Tizzana,,,
"978",village,,,Casabianca,,,
"979",village,,Q18490629,Anchione,,,
"980",village,,,Albinatico,,,
"981",village,,,Cittanova,,,
"982",village,,Q18441312,Marzaglia,,,
"983",village,,,Marzaglia Nuova,,,
"984",village,,Q18487281,Pozzolatico,,,
"985",village,,,Cascine del Riccio,,,
"986",village,it:Galluzzo,Q1062876,Galluzzo,,,
"987",village,,,Rinaldi,,,
"988",village,,,Casellina,,,
"989",village,,,San Colombano,,,
"990",village,,Q42402742,Badia a Settimo,,,
"991",village,,,Ugnano,,,
"992",village,,Q21177638,La Briglia,,,
"993",village,it:Schignano (Vaiano),Q18491397,Schignano,,,
"994",village,,,La Tignamica,,,
"995",village,it:Scurano,Q19507951,Scurano,,,
"996",village,it:Saltino (Reggello),Q18487322,Saltino,,,
"997",village,it:Vallombrosa,Q4008256,Vallombrosa,,,
"998",village,,Q7227333,Pomino,,,
"999",village,,Q18485302,Gello Biscardo,,,
"1000",village,it:Fogliano (Reggio Emilia),Q18446852,Fogliano,,,
"1001",village,it:Borzano,Q930122,Borzano,,,
"1002",village,it:Gavasseto,Q3758971,Gavasseto,,,
"1003",village,it:Adelano,Q3605159,Adelano,,,
"1005",village,,,Candeglia,,,
"1006",village,,,Carraia,,,
"1007",village,it:Treppio,Q3998413,Treppio,true,"1",
"1008",village,it:Casa Calistri,Q3661076,Casa Calistri,,,
"1009",village,it:Pavana (Sambuca Pistoiese),Q3898275,Pavana,,,
"1010",village,,,Dogana Nuova,,,
"1011",village,,,Faidello,,,
"1012",village,it:Lagrimone,Q18442668,Lagrimone,,,
"1013",village,,,Succiso Nuovo,,,
"1014",village,it:Lizzano Pistoiese,Q18491000,Lizzano Pistoiese,,,
"1017",village,,,Fellicarolo,,,
"1018",village,,,Castagnetoli,,,
"1019",village,,,Agliano,,,
"1020",village,,,Casciana,,,
"1021",village,,Q18488519,Casatico,,,
"1022",village,it:Roggio,Q3940162,Roggio,,,
"1023",village,,Q18488534,Castagnola,,,
"1024",village,it:Tagliole,Q2446149,Tagliole,,,
"1025",village,,,Villa a Roggio,,,
"1026",village,it:Colognora di Pescaglia,Q3683387,Colognora di Pescaglia,,,
"1027",village,it:Castelpoggio,Q1048996,Castelpoggio,,,
"1028",village,,Q122832815,San Carlo,,,
"1029",village,it:Pietracolora,Q17266114,Pietracolora,,,
"1030",village,it:Vignale (Traversetolo),Q18443472,Vignale,,,
"1031",village,it:Montemarcello,Q3862288,Montemarcello,,,
"1032",village,it:Tellaro (Lerici),Q519047,Tellaro,,,
"1033",village,,,La Serra,,,
"1034",village,it:Bazzano (Neviano degli Arduini),Q16531618,Bazzano,,,
"1035",village,,Q18442867,Mulazzano,,,
"1036",village,,,Castello,,,
"1037",village,,,Canevare,,,
"1038",village,,,Serrazzone,true,"1",
"1039",village,,,San Cresci,,,
"1040",village,it:Valtriano,Q18490587,Valtriano,,,
"1041",village,it:Ponzano Superiore,Q3908320,Ponzano Superiore,,,
"1042",village,it:Levigliani,Q3831351,Levigliani,,,
"1043",village,,,Riomagno,,,
"1044",village,it:Sofignano,Q15278364,Sofignano,,,
"1045",village,,,Borzano d'Enza,,,
"1046",village,,,Trinità,,,
"1047",village,it:Gombio,Q3773199,Gombio,,,
"1048",village,,,Pecorile,,,
"1049",village,,Q123493544,San Leonardo in Treponzio,,,
"1050",village,,,San Martino in Gattara,,,
"1051",village,,Q3563120,Vorno,,,
"1052",village,it:Montereggio (Mulazzo),Q2515746,Montereggio,,,
"1053",village,it:Equi Terme,Q16554102,Equi Terme,,,
"1054",village,it:Urzano,Q122810758,Urzano,,,
"1055",village,,,Mulino di Savignano,,,
"1056",village,it:Levanella,Q2265207,Levanella,,,
"1057",village,,,Capriglia,,,
"1058",village,,,Gaggio in Piano,,,
"1059",village,it:Panzano (Castelfranco Emilia),Q3893496,Panzano,,,
"1060",village,,,Recovato,,,
"1061",village,,,Rubbiara,,,
"1062",village,it:Campogialli,Q3654731,Campogialli,,,
"1063",village,it:San Giustino Valdarno,Q2054469,San Giustino Valdarno,,,
"1065",village,it:San Terenzo,Q958170,San Terenzo,,,
"1066",village,,,Margine di Momigno,,,
"1067",village,it:Femminamorta (Marliana),Q18490876,Femminamorta,,,
"1068",village,it:Serra Pistoiese,Q18491210,Serra Pistoiese,,,
"1069",village,,Q18490969,Lanciole,,,
"1070",village,it:Sorana,Q16607701,Sorana,,,
"1071",village,it:Castelvecchio (Pescia),Q16538215,Castelvecchio,true,"1",
"1072",village,,,Casa di Monte,,,
"1073",village,,,Crespole,,,
"1074",village,it:Calamecca,Q3650044,Calamecca,true,"1",
"1075",village,,,Cazzola,,,
"1076",village,,,Garofano,,,
"1077",village,,,Formica,,,
"1078",village,it:Madonna dei Fornelli,Q18438449,Madonna dei Fornelli,,,
"1079",village,it:Lavino di Mezzo,Q3828069,Lavino di Mezzo,,,
"1080",village,it:Civago,Q3678753,Civago,,,
"1081",village,,,Case Urbini,,,
"1082",village,,,Roncolo,,,
"1083",village,it:Montecavolo,Q2182778,Montecavolo,,,
"1084",village,,,La Vecchia,,,
"1085",village,,,Salvarano,,,
"1086",village,,Q18447264,Puianello,,,
"1087",village,it:Montericco,Q3862335,Montericco,,,
"1088",village,,,Pieve San Lorenzo,,,
"1089",village,it:Orsigna,Q1827939,Orsigna,,,
"1090",village,,,Vigneta,,,
"1091",village,,,Castiglioncello,,,
"1092",village,"sh:Varignana-Palesio, Bologna",Q18510087,Varignana,,,
"1093",village,,,Valsellustra,,,
"1094",village,,,Castellino delle Formiche,true,"1",
"1099",village,it:Molina di Quosa,Q3860220,Molina di Quosa,,,
"1102",village,,,Anselmo - Il Mela,,,
"1103",village,,,Strettoia,,,
"1104",village,it:Il Rosi,Q612843,Il Rosi,,,
"1105",village,,,Ceredolo dei Coppi,,,
"1106",village,,,Salto,,,
"1107",village,,,San Martino,true,"1",
"1108",village,,,San Giacomo,,,
"1109",village,,,Iola,true,"1",false
"1110",village,,,Maserno,,,
"1115",village,it:Le Polle,Q3828408,Le Polle,,,
"1116",village,,,Corfino,,,
"1117",village,it:Montecatini Alto,Q767338,Montecatini Alto,,,
"1118",village,,Q18484830,Cetica,,,
"1119",village,,Q18445775,Bizzuno,,,
"1120",village,it:Montuolo,Q16579803,Montuolo,,,
"1121",village,it:Pioppe di Salvaro,Q3905456,Pioppe di Salvaro,,,
"1122",village,it:Trebbo di Reno,Q94757,Trebbo di Reno,,,
"1123",village,,Q18490332,Luciana,,,
"1124",village,it:Acciaiolo,Q18490009,Acciaiolo,,,
"1125",village,,,Migliana,,,
"1126",village,,,Madonna dei Prati di Tomba,,,
"1127",village,,,Gova,,,
"1128",village,,,Cerredolo,,,
"1129",village,,Q18446735,Cervarolo,,,
"1130",village,,,Debbia,,,
"1131",village,it:Saltino (Prignano sulla Secchia),Q576361,Saltino,,,
"1132",village,,,Gatta,,,
"1133",village,,,Montegibbio,,,
"1134",village,,,Samone,true,"1",
"1135",village,,,Montebaranzone,,,
"1136",village,,,Ospitale,,,
"1138",village,,,Casale,,,
"1139",village,,Q42275496,Sant'Antonino,,,
"1140",village,,,Miscoso,,,
"1142",village,,Q47501829,Dinazzano,,,
"1143",village,,,Pieve San Vincenzo,,,
"1144",village,it:Vallisnera,Q4008245,Vallisnera,,,
"1145",village,it:Valbona (Ventasso),Q4007525,Valbona,,,
"1148",village,,Q18487034,Le Botteghe,,,
"1149",village,it:Pian del Voglio,Q3901886,Pian Del Voglio,,,
"1151",village,,Q18485845,Ponte a Poppi,,,
"1152",village,,,Coselli,,,
"1153",village,it:Terrinca,Q18489132,Terrinca,,,
"1154",village,,,Villabuona,,,
"1155",village,it:Caprigliola,Q3657887,Caprigliola,,,
"1156",village,,Q18488602,Convalle,,,
"1157",village,,,Pozza,,,
"1160",village,,Q3740600,Febbio,,,
"1161",village,,Q37985366,Monsagrati,,,
"1162",village,,,Sacerno,,,
"1163",village,,,Castelletto,,,
"1164",village,,,Santa Maria in Strada,,,
"1165",village,,,Le Budrie,,,
"1166",village,,,San Giacomo del Martignone,,,
"1167",village,,,Cerrè Sologno,,,
"1168",village,,Q3886699,Ospitaletto,,,
"1169",village,,,Castagnolo,,,
"1170",village,it:Fiano di Pescaglia,Q3744364,Fiano,,,
"1171",village,,,Torcigliano,,,
"1172",village,,,Loppeglia,,,
"1173",village,,,Bozzano,,,
"1174",village,,Q18488702,Gello,,,
"1175",village,it:Piegaio,Q3902767,Piegaio Basso,,,
"1176",village,it:Piegaio,Q3902767,Piegaio Alto,,,
"1177",village,,Q18486239,Valagnesi,,,
"1178",village,it:Strove,Q3976134,Strove,,,
"1179",village,it:Pragatto,Q131176942,Pragatto,,,
"1180",village,,,San Martino in Casola,,,
"1181",village,it:Ponte Samoggia,Q131176893,Ponte Samoggia,,,
"1182",village,it:Muffa (Crespellano),Q18438510,Muffa,,,
"1183",village,,,Torre,,,
"1184",village,,Q18489162,Valdottavo,,,
"1185",village,,Q18488648,Domazzano,,,
"1188",village,it:Sabbione,Q639753,Sabbione,,,
"1189",village,,,Quinzano,,,
"1190",village,it:Ranzano,Q18443081,Ranzano,,,
"1191",village,,,Bando,,,
"1194",village,,Q7293846,Rapale,,,
"1195",village,it:Cerreta Sant'Antonio,Q16539006,Cerreta Sant'Antonio,,,
"1196",village,it:Ceretolo (Neviano degli Arduini),Q123505515,Ceretolo,,,
"1197",village,,,Pianoro Vecchio,true,"1",
"1198",village,it:Ramiseto,Q111228,Ramiseto,,,
"1199",village,it:Querceta,Q2287642,Querceta,,,
"1200",village,,,Varana Campodolio,,,
"1201",village,,,Vetriano,,,
"1202",village,it:Ghivizzano,Q66765122,Ghivizzano,,,
"1203",village,it:Fornaci di Barga,Q942628,Fornaci di Barga,,,
"1204",village,,Q37985633,Piano di Coreglia,,,
"1206",village,it:Montelungo,Q3862283,Montelungo Terme,,,
"1207",village,,,Gravagna San Rocco,,,
"1208",village,,,Gravagna Montale,,,
"1209",village,,,Pompeano,true,"1",
"1210",village,,,Casaselvatica,,,
"1211",village,,,Merizzo,,,
"1212",village,,,Monti di Licciana,,,
"1213",village,,,Barbarasco,,,
"1214",village,it:Piteccio,Q3905827,Piteccio,,,
"1215",village,,,Selvapiana,,,
"1216",village,,,Frassineti,,,
"1217",village,it:Felina,Q2648870,Felina,,,
"1218",village,it:Marola (Carpineti),Q974204,Marola,,,
"1219",village,,,Pantano,,,
"1220",village,,,Poiago,,,
"1221",village,it:Cortogno,Q3694856,Cortogno,,,
"1222",village,monti,,Monti,,,
"1223",village,,,Pieve,,,
"1224",village,it:San Mommè,Q3947709,Sammommè,,,
"1225",village,,Q18491849,Pianella,,,
"1226",village,,,Ghiare di Berceto,,,
"1228",village,,,Piastroso,,,
"1229",village,,,Le Grazie,,,
"1230",village,it:Fonterutoli,Q1852364,Fonterutoli,,,
"1231",village,it:Quercegrossa,Q952072,Quercegrossa,,,
"1232",village,,Q18489148,Trebbio,,,
"1233",village,it:Vico d'Elsa,Q4011223,Vico d'Elsa,,,
"1234",village,en:Ulignano,Q18492034,Ulignano,,,
"1235",village,it:Vagliagli,Q4007233,Vagliagli,,,
"1236",village,,,Guarda,,,
"1237",village,en:Castellina Scalo,Q18491545,Castellina Scalo,,,
"1238",village,it:Ponte a Ema,Q1963104,Ponte a Ema,,,
"1239",village,,,Usella,,,
"1240",village,it:Staggia Senese,Q1367559,Staggia Senese,,,
"1241",village,en:Monteriggioni,Q91228,Monteriggioni,,,
"1242",village,it:Vaggio,Q20735419,Vaggio,,,
"1243",village,,,Selve,,,
"1245",village,"en:Santa Colomba, Monteriggioni",Q18491942,Santa Colomba,,,
"1246",village,it:Figline di Prato,Q3071656,Figline,,,
"1247",village,,,Capo d'Argine,,,
"1248",village,,,Spettoleria,,,
"1249",village,,,Cà de fabbri,,,
"1250",village,,Q18438349,Ganzanigo,,,
"1251",village,it:Buda (Medicina),Q3646347,Buda,,,
"1252",village,it:Trebiano,Q3998187,Trebiano,,,
"1253",village,,Q18460585,Cerri,,,
"1254",village,,,Tintoria,,,
"1255",village,,,Pozzale-Case Nuove,,,
"1256",village,,,Castello di Querciola,,,
"1257",village,it:Traghetto (Argenta),Q3997263,Traghetto,,,
"1258",village,,,Campotto,,,
"1259",village,,,Case Selvatiche,,,
"1260",village,it:Marmorta,Q3849752,Marmorta,,,
"1261",village,,,La Fiorana,,,
"1268",village,,,San Martino in Soverzano,,,
"1269",village,,Q18438447,Maddalena di Cazzano,,,
"1270",village,,,San Giovanni in Triario,,,
"1271",village,,Q48335492,Pian di Macina,,,
"1272",village,,,Musiano,,,
"1273",village,,,Ca' di Landino,,,
"1274",village,,,Pugliola,,,
"1275",village,it:Pitelli,Q2684384,Pitelli,,,
"1276",village,it:Baccano (Arcola),Q3632484,Baccano,,,
"1277",village,,,Battedizzo,,,
"1278",village,,,Vedriano,,,
"1279",village,it:Valeriano (Vezzano Ligure),Q3647342,Valeriano,,,
"1284",village,,,Medelana,,,
"1285",village,,,San Venerio,,,
"1286",village,,,Falcinello,,,
"1287",village,,,Gesso,,,
"1288",village,,,Sirano,true,"1",
"1289",village,,Q26857920,Lippo,,,
"1290",village,,,Gessi,,,
"1291",village,,,Oreglia di sopra,,,
"1292",village,,,Oreglia di sotto,,,
"1293",village,,,Boccassuolo,,,
"1294",village,,,Lama di Monchio,,,
"1295",village,it:Monchio,Q2912982,Monchio,,,
"1296",village,,,Montombraro,true,"1",
"1297",village,it:Marginone,Q18488794,Marginone,,,
"1298",village,it:Albiano di Magra,Q3608754,Albiano Magra,,,
"1299",village,it:Zappolino,Q764637,Zappolino,true,"1",
"1300",village,,,Fagnano,,,
"1301",village,,,Loghetto,,,
"1302",village,it:Carnea,Q3660409,Carnea,,,
"1304",village,,Q18460903,Polverara,,,
"1305",village,it:Cognento,Q3682398,Cognento,,,
"1307",village,it:Fezzano,Q952395,Fezzano,,,
"1308",village,it:Cadimare,Q2646373,Cadimare,,,
"1309",village,it:Le Grazie (Porto Venere),Q688008,Le Grazie,,,
"1310",village,it:Marola (La Spezia),Q636132,Marola,,,
"1313",village,,Q18438703,Sant'Antonio,,,
"1314",village,,Q270220,Luni Mare,,,
"1315",village,,,San Benedetto,,,
"1316",village,,,Fabiano Alto,,,
"1317",village,,,Alberino,,,
"1318",village,it:San Pietro Capofiume,Q3947803,San Pietro Capofiume,,,
"1319",village,,,Casette,,,
"1320",village,it:Serricciolo,Q18489864,Serricciolo,,,
